command to create set : rwsetbuild testIpList.txt testiplist.set
command : rwfilter --start-date=2016/02/15 --end-date=2016/02/29 --anyset=testiplist.set --type=all --pass=stdout | rwcut > ans5.txt


            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
   172.30.13.17|    224.0.0.252|52182| 5355| 17|         2|       100|        |2016/02/23T07:40:20.378|    0.103|2016/02/23T07:40:20.481| S0|
   172.30.13.17|    224.0.0.252|62098| 5355| 17|         2|       100|        |2016/02/23T07:41:05.404|    0.102|2016/02/23T07:41:05.506| S0|
   172.30.13.17|    224.0.0.252|62554| 5355| 17|         2|       100|        |2016/02/23T07:41:50.342|    0.097|2016/02/23T07:41:50.439| S0|
   172.30.13.17|    224.0.0.252|55743| 5355| 17|         2|       100|        |2016/02/23T07:42:35.273|    0.107|2016/02/23T07:42:35.380| S0|
   172.30.13.17|    224.0.0.252|63504| 5355| 17|         2|       100|        |2016/02/23T07:43:20.347|    0.103|2016/02/23T07:43:20.450| S0|
   172.30.13.17|    224.0.0.252|53763| 5355| 17|         2|       100|        |2016/02/23T07:44:05.266|    0.107|2016/02/23T07:44:05.373| S0|
   172.30.13.17|    224.0.0.252|65378| 5355| 17|         2|       100|        |2016/02/23T07:44:44.558|    0.097|2016/02/23T07:44:44.655| S0|
   172.30.13.65|239.255.255.250|63902| 1900| 17|        12|      1932|        |2016/02/23T07:44:12.006|   74.042|2016/02/23T07:45:26.048| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/23T07:45:34.631|    6.023|2016/02/23T07:45:40.654| S0|
   172.30.13.17|    224.0.0.252|57758| 5355| 17|         2|       100|        |2016/02/23T07:46:49.310|    0.108|2016/02/23T07:46:49.418| S0|
   172.30.13.17|    224.0.0.252|55504| 5355| 17|         2|       100|        |2016/02/23T07:47:12.984|    0.097|2016/02/23T07:47:13.081| S0|
   172.30.13.17|    224.0.0.252|54446| 5355| 17|         2|       100|        |2016/02/23T07:47:55.027|    0.094|2016/02/23T07:47:55.121| S0|
   172.30.13.17|    224.0.0.252|58886| 5355| 17|         2|       100|        |2016/02/23T07:48:37.106|    0.102|2016/02/23T07:48:37.208| S0|
   172.30.13.65|    224.0.0.252|60804| 5355| 17|         2|       108|        |2016/02/23T07:48:59.929|    0.097|2016/02/23T07:49:00.026| S0|
   172.30.13.17|    224.0.0.252|53580| 5355| 17|         2|       100|        |2016/02/23T07:49:00.749|    0.108|2016/02/23T07:49:00.857| S0|
   172.30.13.65|    224.0.0.252|53202| 5355| 17|         2|       102|        |2016/02/23T07:49:13.731|    0.092|2016/02/23T07:49:13.823| S0|
   172.30.13.17|    224.0.0.252|54180| 5355| 17|         2|       100|        |2016/02/23T07:49:25.100|    0.107|2016/02/23T07:49:25.207| S0|
   172.30.13.17|    224.0.0.252|55958| 5355| 17|         2|       100|        |2016/02/23T07:49:48.747|    0.108|2016/02/23T07:49:48.855| S0|
  172.30.13.123|    224.0.0.252|57711| 5355| 17|         2|       100|        |2016/02/23T07:50:11.942|    0.418|2016/02/23T07:50:12.360| S0|
  172.30.13.123|    224.0.0.252|57637| 5355| 17|         2|       100|        |2016/02/23T07:50:11.941|    0.419|2016/02/23T07:50:12.360| S0|
   172.30.13.17|    224.0.0.252|57308| 5355| 17|         2|       100|        |2016/02/23T07:50:12.479|    0.103|2016/02/23T07:50:12.582| S0|
   172.30.13.17|    224.0.0.252|52958| 5355| 17|         2|       100|        |2016/02/23T07:50:31.480|    0.101|2016/02/23T07:50:31.581| S0|
   172.30.13.17|    224.0.0.252|60172| 5355| 17|         2|       100|        |2016/02/23T07:50:36.791|    0.094|2016/02/23T07:50:36.885| S0|
   172.30.13.17|    224.0.0.252|58236| 5355| 17|         2|       100|        |2016/02/23T07:51:00.427|    0.107|2016/02/23T07:51:00.534| S0|
   172.30.13.17|    224.0.0.252|61903| 5355| 17|         2|       100|        |2016/02/23T07:51:24.073|    0.109|2016/02/23T07:51:24.182| S0|
   172.30.13.17|    224.0.0.252|53208| 5355| 17|         2|       100|        |2016/02/23T07:51:47.737|    0.109|2016/02/23T07:51:47.846| S0|
   172.30.13.65|239.255.255.250|63902| 1900| 17|        12|      1932|        |2016/02/23T07:51:24.992|   75.057|2016/02/23T07:52:40.049| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/23T07:52:58.609|    6.023|2016/02/23T07:53:04.632| S0|
   172.30.13.17|    224.0.0.252|64972| 5355| 17|         2|       100|        |2016/02/23T07:53:51.631|    0.104|2016/02/23T07:53:51.735| S0|
   172.30.13.17|    224.0.0.252|54813| 5355| 17|         2|       100|        |2016/02/23T07:54:15.759|    0.108|2016/02/23T07:54:15.867| S0|
   172.30.13.66|239.255.255.250|57898| 1900| 17|         6|       912|        |2016/02/23T07:54:28.230|    6.014|2016/02/23T07:54:34.244| S0|
   172.30.13.17|    224.0.0.252|58349| 5355| 17|         2|       100|        |2016/02/23T07:54:39.514|    0.095|2016/02/23T07:54:39.609| S0|
   172.30.13.17|    224.0.0.252|50246| 5355| 17|         2|       100|        |2016/02/23T07:55:03.220|    0.100|2016/02/23T07:55:03.320| S0|
   172.30.13.17|    224.0.0.252|58661| 5355| 17|         2|       100|        |2016/02/23T07:55:26.842|    0.095|2016/02/23T07:55:26.937| S0|
   172.30.13.17|    224.0.0.252|62658| 5355| 17|         2|       100|        |2016/02/23T07:55:50.899|    0.108|2016/02/23T07:55:51.007| S0|
   172.30.13.17|    224.0.0.252|59010| 5355| 17|         2|       100|        |2016/02/23T07:56:14.545|    0.094|2016/02/23T07:56:14.639| S0|
   172.30.13.17|    224.0.0.252|57171| 5355| 17|         2|       100|        |2016/02/23T07:56:38.695|    0.107|2016/02/23T07:56:38.802| S0|
   172.30.13.17|    224.0.0.252|64651| 5355| 17|         2|       100|        |2016/02/23T07:57:02.343|    0.108|2016/02/23T07:57:02.451| S0|
   172.30.13.17|    224.0.0.252|52129| 5355| 17|         2|       100|        |2016/02/23T07:57:26.001|    0.098|2016/02/23T07:57:26.099| S0|
   172.30.13.17|    224.0.0.252|63261| 5355| 17|         2|       100|        |2016/02/23T07:57:50.371|    0.110|2016/02/23T07:57:50.481| S0|
   172.30.13.17|    224.0.0.252|56442| 5355| 17|         2|       100|        |2016/02/23T07:58:14.022|    0.107|2016/02/23T07:58:14.129| S0|
   172.30.13.17|    224.0.0.252|64571| 5355| 17|         2|       100|        |2016/02/23T07:58:37.668|    0.094|2016/02/23T07:58:37.762| S0|
   172.30.13.65|239.255.255.250|63902| 1900| 17|        12|      1932|        |2016/02/23T07:58:27.979|   76.073|2016/02/23T07:59:44.052| S0|
   172.30.13.65|    224.0.0.251| 5353| 5353| 17|        19|      3617|        |2016/02/23T07:40:36.294| 1794.332|2016/02/23T08:10:30.626| S0|
  172.30.13.250|    224.0.0.251| 5353| 5353| 17|       109|     25779|        |2016/02/23T07:40:36.382| 1794.330|2016/02/23T08:10:30.712| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/23T07:03:15.735|    0.000|2016/02/23T07:03:15.735| S0|
   172.30.13.65|  172.30.13.255|  138|  138| 17|         1|       220|        |2016/02/23T07:03:33.933|    0.000|2016/02/23T07:03:33.933| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/23T07:04:14.906|    1.505|2016/02/23T07:04:16.411| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/23T07:05:05.748|    0.000|2016/02/23T07:05:05.748| S0|
   172.30.13.65|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/23T07:11:45.681|  256.733|2016/02/23T07:16:02.414| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         4|       898|        |2016/02/23T07:11:41.429|  287.400|2016/02/23T07:16:28.829| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         4|       863|        |2016/02/23T07:17:04.922|  220.016|2016/02/23T07:20:44.938| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|        50|      4188|        |2016/02/23T07:14:14.966|  640.635|2016/02/23T07:24:55.601| S0|
   172.30.13.65|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/23T07:28:02.065|    0.000|2016/02/23T07:28:02.065| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/23T07:28:30.257|    0.000|2016/02/23T07:28:30.257| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/23T07:30:11.900|    1.516|2016/02/23T07:30:13.416| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/23T07:31:00.158|    0.000|2016/02/23T07:31:00.158| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/23T07:33:05.014|    1.523|2016/02/23T07:33:06.537| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/23T07:40:11.873|    1.497|2016/02/23T07:40:13.370| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/23T07:40:32.608|    0.000|2016/02/23T07:40:32.608| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/23T07:43:00.331|    0.000|2016/02/23T07:43:00.331| S0|
   172.30.13.65|  172.30.13.255|  138|  138| 17|         2|       449|        |2016/02/23T07:39:59.464|  283.227|2016/02/23T07:44:42.691| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/23T07:44:54.879|  133.327|2016/02/23T07:47:08.206| S0|
   172.30.13.65|  172.30.13.255|  137|  137| 17|       941|     73398|        |2016/02/23T07:25:02.177| 1799.984|2016/02/23T07:55:02.161| S0|
   172.30.13.65|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/23T07:52:01.173|    0.000|2016/02/23T07:52:01.173| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/23T07:52:19.999|    1.517|2016/02/23T07:52:21.516| S0|
   172.30.13.17|  172.30.13.255|  137|  137| 17|       132|     10296|        |2016/02/23T07:27:21.241| 1782.941|2016/02/23T07:57:04.182| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/23T07:52:34.260|    0.000|2016/02/23T07:52:34.260| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/23T07:55:00.093|    0.000|2016/02/23T07:55:00.093| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|        12|       936|        |2016/02/23T07:50:11.941|  601.460|2016/02/23T08:00:13.401| S0|
   172.30.13.65|  172.30.13.255|  137|  137| 17|      1081|     84318|        |2016/02/23T07:55:02.910| 1799.970|2016/02/23T08:25:02.880| S0|
   172.30.13.17|  172.30.13.255|  137|  137| 17|       165|     12870|        |2016/02/23T07:57:26.302| 1766.414|2016/02/23T08:26:52.716| S0|
  172.30.13.123|    224.0.0.252|56643| 5355| 17|         2|       100|        |2016/02/23T08:00:11.907|    0.417|2016/02/23T08:00:12.324| S0|
  172.30.13.123|    224.0.0.252|58341| 5355| 17|         2|       100|        |2016/02/23T08:00:11.907|    0.417|2016/02/23T08:00:12.324| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/23T08:00:22.588|    6.022|2016/02/23T08:00:28.610| S0|
   172.30.13.17|    224.0.0.252|60859| 5355| 17|         2|       100|        |2016/02/23T08:00:41.670|    0.105|2016/02/23T08:00:41.775| S0|
   172.30.13.17|    224.0.0.252|64979| 5355| 17|         2|       100|        |2016/02/23T08:01:05.401|    0.101|2016/02/23T08:01:05.502| S0|
   172.30.13.17|    224.0.0.252|56136| 5355| 17|         2|       100|        |2016/02/23T08:01:29.041|    0.109|2016/02/23T08:01:29.150| S0|
   172.30.13.17|    224.0.0.252|57497| 5355| 17|         2|       100|        |2016/02/23T08:01:52.688|    0.095|2016/02/23T08:01:52.783| S0|
   172.30.13.17|    224.0.0.252|55512| 5355| 17|         2|       100|        |2016/02/23T08:02:16.411|    0.098|2016/02/23T08:02:16.509| S0|
   172.30.13.17|    224.0.0.252|54618| 5355| 17|         2|       100|        |2016/02/23T08:02:40.119|    0.101|2016/02/23T08:02:40.220| S0|
   172.30.13.17|    224.0.0.252|62411| 5355| 17|         2|       100|        |2016/02/23T08:03:03.760|    0.108|2016/02/23T08:03:03.868| S0|
   172.30.13.17|    224.0.0.252|53754| 5355| 17|         2|       100|        |2016/02/23T08:03:27.813|    0.094|2016/02/23T08:03:27.907| S0|
   172.30.13.17|    224.0.0.252|57071| 5355| 17|         2|       100|        |2016/02/23T08:03:51.464|    0.107|2016/02/23T08:03:51.571| S0|
   172.30.13.65|    224.0.0.252|64794| 5355| 17|         2|       108|        |2016/02/23T08:03:59.869|    0.096|2016/02/23T08:03:59.965| S0|
   172.30.13.65|    224.0.0.252|50431| 5355| 17|         2|       102|        |2016/02/23T08:04:13.670|    0.094|2016/02/23T08:04:13.764| S0|
   172.30.13.17|    224.0.0.252|59665| 5355| 17|         2|       100|        |2016/02/23T08:04:15.112|    0.107|2016/02/23T08:04:15.219| S0|
   172.30.13.17|    224.0.0.252|49706| 5355| 17|         2|       100|        |2016/02/23T08:04:39.323|    0.106|2016/02/23T08:04:39.429| S0|
   172.30.13.17|    224.0.0.252|55580| 5355| 17|         2|       100|        |2016/02/23T08:05:05.572|    0.095|2016/02/23T08:05:05.667| S0|
   172.30.13.17|    224.0.0.252|63183| 5355| 17|         2|       100|        |2016/02/23T08:05:47.668|    0.101|2016/02/23T08:05:47.769| S0|
   172.30.13.65|239.255.255.250|63902| 1900| 17|        12|      1932|        |2016/02/23T08:05:51.983|   73.044|2016/02/23T08:07:05.027| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/23T08:07:46.566|    6.023|2016/02/23T08:07:52.589| S0|
   172.30.13.17|    224.0.0.252|63878| 5355| 17|         2|       100|        |2016/02/23T08:07:55.719|    0.104|2016/02/23T08:07:55.823| S0|
   172.30.13.17|    224.0.0.252|63718| 5355| 17|         2|       100|        |2016/02/23T08:08:19.363|    0.108|2016/02/23T08:08:19.471| S0|
   172.30.13.17|    224.0.0.252|62596| 5355| 17|         2|       100|        |2016/02/23T08:08:58.172|    0.095|2016/02/23T08:08:58.267| S0|
   172.30.13.17|    224.0.0.252|52694| 5355| 17|         2|       100|        |2016/02/23T08:09:21.821|    0.110|2016/02/23T08:09:21.931| S0|
   172.30.13.17|    224.0.0.252|57294| 5355| 17|         2|       100|        |2016/02/23T08:09:45.470|    0.109|2016/02/23T08:09:45.579| S0|
   172.30.13.17|    224.0.0.252|52101| 5355| 17|         2|       100|        |2016/02/23T08:10:09.118|    0.109|2016/02/23T08:10:09.227| S0|
  172.30.13.123|    224.0.0.252|50135| 5355| 17|         2|       100|        |2016/02/23T08:10:11.880|    0.418|2016/02/23T08:10:12.298| S0|
  172.30.13.123|    224.0.0.252|59679| 5355| 17|         2|       100|        |2016/02/23T08:10:11.879|    0.419|2016/02/23T08:10:12.298| S0|
   172.30.13.17|    224.0.0.252|63040| 5355| 17|         2|       100|        |2016/02/23T08:10:34.278|    0.095|2016/02/23T08:10:34.373| S0|
   172.30.13.17|    224.0.0.252|61005| 5355| 17|         2|       100|        |2016/02/23T08:10:57.931|    0.106|2016/02/23T08:10:58.037| S0|
   172.30.13.17|    224.0.0.252|63202| 5355| 17|         2|       100|        |2016/02/23T08:11:21.577|    0.108|2016/02/23T08:11:21.685| S0|
   172.30.13.17|    224.0.0.252|63438| 5355| 17|         2|       100|        |2016/02/23T08:11:45.648|    0.107|2016/02/23T08:11:45.755| S0|
   172.30.13.17|    224.0.0.252|62459| 5355| 17|         2|       100|        |2016/02/23T08:12:09.297|    0.106|2016/02/23T08:12:09.403| S0|
   172.30.13.17|    224.0.0.252|62948| 5355| 17|         2|       100|        |2016/02/23T08:12:32.943|    0.109|2016/02/23T08:12:33.052| S0|
   172.30.13.17|    224.0.0.252|63138| 5355| 17|         2|       100|        |2016/02/23T08:12:56.593|    0.107|2016/02/23T08:12:56.700| S0|
   172.30.13.65|239.255.255.250|63902| 1900| 17|        12|      1932|        |2016/02/23T08:12:58.001|   75.021|2016/02/23T08:14:13.022| S0|
   172.30.13.66|239.255.255.250|57898| 1900| 17|         6|       912|        |2016/02/23T08:14:29.934|    6.014|2016/02/23T08:14:35.948| S0|
   172.30.13.17|    224.0.0.252|61411| 5355| 17|         2|       100|        |2016/02/23T08:15:01.764|    0.104|2016/02/23T08:15:01.868| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/23T08:15:10.545|    6.022|2016/02/23T08:15:16.567| S0|
   172.30.13.17|    224.0.0.252|60004| 5355| 17|         2|       100|        |2016/02/23T08:15:25.851|    0.102|2016/02/23T08:15:25.953| S0|
   172.30.13.17|    224.0.0.252|63668| 5355| 17|         2|       100|        |2016/02/23T08:15:49.508|    0.095|2016/02/23T08:15:49.603| S0|
   172.30.13.17|    224.0.0.252|63559| 5355| 17|         2|       100|        |2016/02/23T08:16:34.290|    0.105|2016/02/23T08:16:34.395| S0|
   172.30.13.17|    224.0.0.252|65166| 5355| 17|         2|       100|        |2016/02/23T08:16:58.368|    0.108|2016/02/23T08:16:58.476| S0|
   172.30.13.17|    224.0.0.252|51050| 5355| 17|         2|       100|        |2016/02/23T08:17:22.044|    0.108|2016/02/23T08:17:22.152| S0|
   172.30.13.17|    224.0.0.252|61199| 5355| 17|         2|       100|        |2016/02/23T08:17:45.993|    0.100|2016/02/23T08:17:46.093| S0|
   172.30.13.17|    224.0.0.252|54160| 5355| 17|         2|       100|        |2016/02/23T08:18:10.050|    0.094|2016/02/23T08:18:10.144| S0|
   172.30.13.17|    224.0.0.252|54011| 5355| 17|         2|       100|        |2016/02/23T08:18:33.696|    0.108|2016/02/23T08:18:33.804| S0|
   172.30.13.17|    224.0.0.252|60719| 5355| 17|         2|       100|        |2016/02/23T08:18:57.643|    0.102|2016/02/23T08:18:57.745| S0|
   172.30.13.65|    224.0.0.252|60222| 5355| 17|         2|       108|        |2016/02/23T08:18:59.904|    0.095|2016/02/23T08:18:59.999| S0|
   172.30.13.65|    224.0.0.252|59775| 5355| 17|         2|       102|        |2016/02/23T08:19:13.711|    0.092|2016/02/23T08:19:13.803| S0|
   172.30.13.17|    224.0.0.252|56652| 5355| 17|         2|       100|        |2016/02/23T08:19:21.807|    0.108|2016/02/23T08:19:21.915| S0|
   172.30.13.17|    224.0.0.252|64204| 5355| 17|         2|       100|        |2016/02/23T08:19:45.480|    0.099|2016/02/23T08:19:45.579| S0|
   172.30.13.17|    224.0.0.252|63547| 5355| 17|         2|       100|        |2016/02/23T08:20:09.118|    0.094|2016/02/23T08:20:09.212| S0|
  172.30.13.123|    224.0.0.252|55924| 5355| 17|         2|       100|        |2016/02/23T08:20:11.943|    0.417|2016/02/23T08:20:12.360| S0|
  172.30.13.123|    224.0.0.252|51951| 5355| 17|         2|       100|        |2016/02/23T08:20:11.944|    0.416|2016/02/23T08:20:12.360| S0|
   172.30.13.65|239.255.255.250|63902| 1900| 17|        12|      1932|        |2016/02/23T08:19:58.068|   76.047|2016/02/23T08:21:14.115| S0|
   172.30.13.17|    224.0.0.252|61440| 5355| 17|         2|       100|        |2016/02/23T08:22:27.910|    0.104|2016/02/23T08:22:28.014| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/23T08:22:34.625|    6.023|2016/02/23T08:22:40.648| S0|
   172.30.13.17|    224.0.0.252|62916| 5355| 17|         2|       100|        |2016/02/23T08:22:51.662|    0.109|2016/02/23T08:22:51.771| S0|
   172.30.13.17|    224.0.0.252|60488| 5355| 17|         2|       100|        |2016/02/23T08:23:15.872|    0.109|2016/02/23T08:23:15.981| S0|
   172.30.13.17|    224.0.0.252|64455| 5355| 17|         2|       100|        |2016/02/23T08:23:39.858|    0.099|2016/02/23T08:23:39.957| S0|
   172.30.13.17|    224.0.0.252|58559| 5355| 17|         2|       100|        |2016/02/23T08:24:03.505|    0.100|2016/02/23T08:24:03.605| S0|
   172.30.13.17|    224.0.0.252|56375| 5355| 17|         2|       100|        |2016/02/23T08:24:27.160|    0.094|2016/02/23T08:24:27.254| S0|
   172.30.13.17|    224.0.0.252|54646| 5355| 17|         2|       100|        |2016/02/23T08:24:50.798|    0.104|2016/02/23T08:24:50.902| S0|
  172.30.13.123|    224.0.0.252|50059| 5355| 17|         2|       104|        |2016/02/23T08:24:54.039|    0.419|2016/02/23T08:24:54.458| S0|
   172.30.13.17|    224.0.0.252|58135| 5355| 17|         2|       100|        |2016/02/23T08:25:14.599|    0.108|2016/02/23T08:25:14.707| S0|
   172.30.13.17|    224.0.0.252|52056| 5355| 17|         2|       100|        |2016/02/23T08:25:38.777|    0.109|2016/02/23T08:25:38.886| S0|
   172.30.13.17|    224.0.0.252|56240| 5355| 17|         2|       100|        |2016/02/23T08:26:02.425|    0.109|2016/02/23T08:26:02.534| S0|
   172.30.13.17|    224.0.0.252|52373| 5355| 17|         2|       100|        |2016/02/23T08:26:26.074|    0.108|2016/02/23T08:26:26.182| S0|
   172.30.13.66|    224.0.0.251| 5353| 5353| 17|         1|        85|        |2016/02/23T08:26:28.461|    0.000|2016/02/23T08:26:28.461| S0|
   172.30.13.17|    224.0.0.252|57661| 5355| 17|         2|       100|        |2016/02/23T08:26:50.886|    0.099|2016/02/23T08:26:50.985| S0|
   172.30.13.65|239.255.255.250|63902| 1900| 17|        12|      1932|        |2016/02/23T08:26:51.066|   77.042|2016/02/23T08:28:08.108| S0|
  172.30.13.123|    224.0.0.252|60299| 5355| 17|         2|       100|        |2016/02/23T08:29:17.658|    0.422|2016/02/23T08:29:18.080| S0|
  172.30.13.123|    224.0.0.252|57512| 5355| 17|         2|       100|        |2016/02/23T08:29:17.658|    0.422|2016/02/23T08:29:18.080| S0|
  172.30.13.123|239.255.255.250|57612| 3702| 17|         3|      3330|        |2016/02/23T08:29:18.321|    2.011|2016/02/23T08:29:20.332| S0|
  172.30.13.123|    224.0.0.252|51522| 5355| 17|         2|       100|        |2016/02/23T08:29:20.322|    0.412|2016/02/23T08:29:20.734| S0|
  172.30.13.123|    224.0.0.252|65533| 5355| 17|         2|       100|        |2016/02/23T08:29:20.327|    0.536|2016/02/23T08:29:20.863| S0|
  172.30.13.123|    224.0.0.252|49685| 5355| 17|         2|       100|        |2016/02/23T08:29:21.164|    0.424|2016/02/23T08:29:21.588| S0|
  172.30.13.123|    224.0.0.252|51404| 5355| 17|         2|       100|        |2016/02/23T08:29:21.165|    0.423|2016/02/23T08:29:21.588| S0|
  172.30.13.123|    224.0.0.252|61648| 5355| 17|         2|       112|        |2016/02/23T08:29:21.347|    0.402|2016/02/23T08:29:21.749| S0|
  172.30.13.123|    224.0.0.252|64260| 5355| 17|         1|        54|        |2016/02/23T08:29:21.749|    0.000|2016/02/23T08:29:21.749| S0|
  172.30.13.123|    224.0.0.252|64626| 5355| 17|         2|       100|        |2016/02/23T08:29:23.321|    0.417|2016/02/23T08:29:23.738| S0|
  172.30.13.123|    224.0.0.252|64682| 5355| 17|         2|       100|        |2016/02/23T08:29:23.329|    0.410|2016/02/23T08:29:23.739| S0|
  172.30.13.123|239.255.255.250|54247| 1900| 17|         3|       483|        |2016/02/23T08:29:23.986|    3.066|2016/02/23T08:29:27.052| S0|
  172.30.13.123|    224.0.0.252|56156| 5355| 17|         2|       112|        |2016/02/23T08:29:28.351|    0.439|2016/02/23T08:29:28.790| S0|
  172.30.13.123|    224.0.0.252|61394| 5355| 17|         2|       112|        |2016/02/23T08:29:28.350|    0.440|2016/02/23T08:29:28.790| S0|
  172.30.13.123|    224.0.0.252|52225| 5355| 17|         2|       100|        |2016/02/23T08:29:38.318|    0.419|2016/02/23T08:29:38.737| S0|
  172.30.13.123|    224.0.0.252|58478| 5355| 17|         2|       100|        |2016/02/23T08:29:38.318|    0.420|2016/02/23T08:29:38.738| S0|
   172.30.13.17|    224.0.0.252|55024| 5355| 17|         2|       100|        |2016/02/23T08:29:40.944|    0.104|2016/02/23T08:29:41.048| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/23T08:29:58.604|    6.022|2016/02/23T08:30:04.626| S0|
   172.30.13.17|    224.0.0.252|64651| 5355| 17|         2|       100|        |2016/02/23T08:30:04.665|    0.109|2016/02/23T08:30:04.774| S0|
   172.30.13.17|    224.0.0.252|56808| 5355| 17|         2|       100|        |2016/02/23T08:30:28.328|    0.094|2016/02/23T08:30:28.422| S0|
  172.30.13.123|    224.0.0.252|49272| 5355| 17|         2|       100|        |2016/02/23T08:30:38.323|    0.419|2016/02/23T08:30:38.742| S0|
  172.30.13.123|    224.0.0.252|58971| 5355| 17|         2|       100|        |2016/02/23T08:30:38.324|    0.418|2016/02/23T08:30:38.742| S0|
   172.30.13.17|    224.0.0.252|52811| 5355| 17|         2|       100|        |2016/02/23T08:30:51.980|    0.106|2016/02/23T08:30:52.086| S0|
   172.30.13.17|    224.0.0.252|58734| 5355| 17|         2|       100|        |2016/02/23T08:31:15.659|    0.107|2016/02/23T08:31:15.766| S0|
   172.30.13.17|    224.0.0.252|56673| 5355| 17|         2|       100|        |2016/02/23T08:31:39.307|    0.107|2016/02/23T08:31:39.414| S0|
   172.30.13.17|    224.0.0.252|62354| 5355| 17|         2|       100|        |2016/02/23T08:32:02.956|    0.107|2016/02/23T08:32:03.063| S0|
   172.30.13.17|    224.0.0.252|52850| 5355| 17|         2|       100|        |2016/02/23T08:32:26.621|    0.106|2016/02/23T08:32:26.727| S0|
   172.30.13.17|    224.0.0.252|52712| 5355| 17|         2|       100|        |2016/02/23T08:32:51.079|    0.107|2016/02/23T08:32:51.186| S0|
   172.30.13.17|    224.0.0.252|52524| 5355| 17|         2|       100|        |2016/02/23T08:33:14.773|    0.109|2016/02/23T08:33:14.882| S0|
   172.30.13.17|    224.0.0.252|63976| 5355| 17|         2|       100|        |2016/02/23T08:33:38.406|    0.100|2016/02/23T08:33:38.506| S0|
   172.30.13.65|    224.0.0.252|57792| 5355| 17|         2|       108|        |2016/02/23T08:33:59.851|    0.095|2016/02/23T08:33:59.946| S0|
   172.30.13.17|    224.0.0.252|56891| 5355| 17|         2|       100|        |2016/02/23T08:34:01.978|    0.100|2016/02/23T08:34:02.078| S0|
   172.30.13.65|    224.0.0.252|56798| 5355| 17|         2|       102|        |2016/02/23T08:34:13.655|    0.092|2016/02/23T08:34:13.747| S0|
   172.30.13.17|    224.0.0.252|59776| 5355| 17|         2|       100|        |2016/02/23T08:34:25.539|    0.100|2016/02/23T08:34:25.639| S0|
   172.30.13.66|239.255.255.250|57898| 1900| 17|         6|       912|        |2016/02/23T08:34:31.740|    6.014|2016/02/23T08:34:37.754| S0|
   172.30.13.65|239.255.255.250|63902| 1900| 17|        12|      1932|        |2016/02/23T08:33:36.042|   74.079|2016/02/23T08:34:50.121| S0|
   172.30.13.17|    224.0.0.252|60166| 5355| 17|         2|       100|        |2016/02/23T08:37:14.225|    0.099|2016/02/23T08:37:14.324| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        18|      9129|        |2016/02/23T08:37:22.582|    6.023|2016/02/23T08:37:28.605| S0|
   172.30.13.17|    224.0.0.252|52568| 5355| 17|         2|       100|        |2016/02/23T08:37:38.687|    0.100|2016/02/23T08:37:38.787| S0|
   172.30.13.17|    224.0.0.252|55871| 5355| 17|         2|       100|        |2016/02/23T08:38:02.325|    0.099|2016/02/23T08:38:02.424| S0|
